time,node_cpu_utilization|Average|node1,node_cpu_utilization|Average|node2,pod_memory_utilization|Average|carts-db,pod_network_rx_bytes|Average|user,carts_req_rate,user_req_rate,orders_perc95_rt,front-end_perc95_rt,anomaly
2024-05-13 16:11:00+00:00,9.319681225232827,5.997639513040426,5.966270457132076,26748.824289724987,1.0,7.0,49.85580481921819,41.6751523901293,0
2024-05-13 16:12:00+00:00,8.294646127208704,5.560248618863484,5.96829917978743,23186.351321735816,2.0,10.0,47.35169491525424,124.48000000000016,0
2024-05-13 16:13:00+00:00,8.103105804945908,5.418912757428354,5.972153752832604,19710.76656959728,3.0,9.0,49.19444444444443,141.7692307692307,0
2024-05-13 16:14:00+00:00,8.29645252774583,5.477224065727664,5.9700235940444815,20073.881447313783,5.0,1.0,48.16326530612244,100.0,0
2024-05-13 16:15:00+00:00,8.453884801834537,5.825922757647746,5.968096307521895,23608.54005245821,15.0,25.0,47.30769230769231,126.34453781512538,0
2024-05-13 16:16:00+00:00,9.966502918351685,5.929449500805513,5.971443699903229,26475.0126063994,4.0,19.0,71.42857142857144,136.11097450609657,0
2024-05-13 16:17:00+00:00,8.300926807402368,5.477207410413203,5.980572951852325,19559.28649940502,3.0,9.0,51.4285714285715,105.15217391304331,0
2024-05-13 16:18:00+00:00,8.576035484555808,5.379809998207768,5.978544229196971,20244.647639822702,1.0,7.0,57.49999999999984,133.24324324324317,0
2024-05-13 16:19:00+00:00,8.259665585244507,5.144056359787246,5.969719285646178,11827.049369564516,6.0,5.0,2265.0,4065.789473684202,1
2024-05-13 16:20:00+00:00,8.066074636272432,5.259942470494648,5.971950880567069,17092.735349194136,3.004008016032064,6.0,2288.636363636363,4615.384615384613,1
2024-05-13 16:21:00+00:00,8.62568492591179,5.400725241278419,5.967284818459754,15259.128460502208,5.0,8.0,2335.0,5537.401574803124,1
2024-05-13 16:22:00+00:00,8.131599686931263,5.001077462156485,5.96921210498234,11895.01748419758,6.0,7.0,2351.2295081967213,5265.765765765769,1
2024-05-13 16:23:00+00:00,7.106237015418493,5.37288586324442,5.969110668849572,14194.322695716031,1.0,4.03951367781155,2237.5,4911.29032258064,1
2024-05-13 16:24:00+00:00,9.065614509267142,5.518575980110896,5.969009232716804,22045.852591321665,5.0,16.0,49.15816326530612,228.6111111111112,0
2024-05-13 16:25:00+00:00,8.228117716561172,5.586116476116713,5.9654589680699335,21035.5308226377,7.0,13.0,48.69318181818182,96.73259493670884,0
2024-05-13 16:26:00+00:00,8.96897316535219,5.724585724347904,5.962720192485206,22786.03063457131,3.0,13.0,49.71428571428572,95.77611940298516,0
2024-05-13 16:27:00+00:00,9.171566462037635,5.675989070690717,5.96383598994565,24803.35129706953,1.0,1.0,78.43750000000001,99.60210210210204,0
2024-05-13 16:28:00+00:00,7.8162628574921635,5.655828090306851,5.960082853033245,20071.27581244917,3.0,8.0,49.90131578947367,135.62499999999983,0
2024-05-13 16:29:00+00:00,9.267916632141128,5.87627328355341,5.956836896784677,23417.30470480852,6.0,13.0,49.79166666666667,149.93150684931493,0
2024-05-13 16:30:00+00:00,9.306226352866696,5.792759512511839,5.958662747174497,22026.62098315724,11.0,21.974051896207584,84.99999999999994,128.53040540540562,0
2024-05-13 16:31:00+00:00,9.194989298415228,5.830806823893181,5.918088294067406,25519.59647588324,1.0030090270812435,1.0,49.77272727272727,121.23239436619714,0
2024-05-13 16:32:00+00:00,8.948826292835532,6.13859200403265,5.917378241138032,25059.99971560899,5.0,6.0,68.33355226359774,103.60679403503867,0
2024-05-13 16:33:00+00:00,7.884333345382931,5.43989594171723,5.915349518482678,20412.82845442616,1.0,1.0,49.11363636363636,116.54411764705856,0
2024-05-13 16:34:00+00:00,8.06919150246786,5.551550502522943,5.9158566991465165,18418.937879788387,5.0,7.0,46.25,113.61413043478244,0
2024-05-13 16:35:00+00:00,9.174115663800194,5.913832667855239,5.911596381570272,25187.60821241145,4.0,13.0,68.74999999999994,127.30769230769168,0
2024-05-13 16:36:00+00:00,8.614381432948132,5.6050627764808825,5.907133191728492,22991.29908825765,10.0,8.030181086519114,452.7777777777776,103.26074935825152,1
2024-05-13 16:37:00+00:00,8.498136609558346,5.634377733471103,5.9097705311804525,22066.464186728088,23.0,38.0,641.6666666666664,135.67757009345786,1
2024-05-13 16:38:00+00:00,7.853843118312084,5.518458737062623,5.910987764773665,18151.71635098374,1.0,1.0,231.250000000001,140.3291123884796,0
2024-05-13 16:39:00+00:00,8.182554399799864,5.3374908400104495,5.91169781770304,18701.322156897568,4.998003992015968,23.98802395209581,48.599901154418745,126.53856555261086,0
2024-05-13 16:40:00+00:00,9.815020798334006,6.075142792143437,5.904495852276531,25973.477829523752,5.0,1.0,81.24999999999999,103.69318181818142,0
2024-05-13 16:41:00+00:00,9.151460489431546,5.766936985667227,5.912306434499646,23448.212335620337,11.03632694248234,7.027245206861756,78.88888888888886,131.79447852760748,0
2024-05-13 16:42:00+00:00,8.98217843212862,5.640451039525658,5.913219359694556,22992.43142800144,3.0,13.035175879396984,59.06249999999996,98.53731343283582,0
2024-05-13 16:43:00+00:00,8.332226527419838,5.584268414934095,5.905003032940369,21200.17981799465,3.0,13.142857142857142,48.37328767123287,128.9365671641794,0
2024-05-13 16:44:00+00:00,8.250368402770034,5.621653734053952,5.904292980010996,19438.514070654164,1.0,1.0,47.5297619047619,99.73636363636363,0
2024-05-13 16:45:00+00:00,9.737589551428682,6.069319093635927,5.906220266533582,28110.04804936216,12.008032128514056,53.05220883534137,66.5,144.51711797134286,0
2024-05-13 16:46:00+00:00,11.1037976527548,5.98445689957724,5.9128136151634845,25845.90213809616,3.0,9.0,83.03571428571428,120.90909090909076,0
2024-05-13 16:47:00+00:00,8.4956467824511,5.867686138788901,5.9143351571550005,24316.13900102904,3.0,7.0,49.82142857142857,113.57758620689692,0
2024-05-13 16:48:00+00:00,8.448632592454135,5.704106344042801,5.917682549536336,22531.15838500824,4.0,1.0,48.3203125,113.11023141503571,0
2024-05-13 16:49:00+00:00,8.370365416085411,5.571770612927257,5.919204091527852,23280.4115388315,9.016129032258064,36.92178699436764,48.175,134.89406779661016,0
2024-05-13 16:50:00+00:00,9.816360736356918,6.058804534304397,5.907437500126795,26732.22328994,14.0,7.0,83.75,152.14705882352956,0
2024-05-13 16:51:00+00:00,9.904224673229246,5.961727424888904,5.9069303194629565,26224.057404776053,3.0060180541624875,13.0,71.8333333333333,118.97321428571432,0
2024-05-13 16:52:00+00:00,8.074987520845415,5.471674617914518,5.899829790169216,18945.5823692716,2.99203187250996,8.018054162487463,53.57142857142856,99.97469055931926,0
2024-05-13 16:53:00+00:00,8.249189457698144,5.768219537145853,5.898612556576003,22143.55711829521,1.0,2.0,49.64285714285714,118.04054054053994,0
2024-05-13 16:54:00+00:00,8.170960393919605,5.45771566011372,5.894047930601455,19425.26354950424,1.0,7.0,47.783018867924525,100.0,0
2024-05-13 16:55:00+00:00,8.728407897215632,5.780217735133719,5.896178089389577,22447.5516328817,5.0,25.0,48.6309523809524,131.0795454545456,0
2024-05-13 16:56:00+00:00,10.294932879732498,6.200515536037506,5.904800160674834,29852.51351888845,6.0,15.0,67.50000000000009,112.53164556961973,0
2024-05-13 16:57:00+00:00,7.8926178461940815,5.2993822391972,5.9037857993471565,18025.222256357378,5.994017946161516,10.014028056112224,75.5354464353812,98.91638121882173,0
2024-05-13 16:58:00+00:00,8.145773579674904,5.754042614632492,5.9084518614544725,21033.93642603789,1.0,9.97008973080758,48.00675675675674,135.48780487804834,0
2024-05-13 16:59:00+00:00,9.14837768713122,5.42110679880521,5.890801974352888,20545.017927117573,4.0,19.0,68.21428571428574,112.1100917431193,0
2024-05-13 17:00:00+00:00,9.04553281234742,5.989047352943042,5.894555111265294,24054.63598433953,8.98406374501992,9.97609561752988,93.03473708679186,171.40552755534043,0
2024-05-13 17:01:00+00:00,10.141401301471252,6.146996093212807,5.891106282751191,26964.396643767435,5.0,28.0,87.5,146.725,0
2024-05-13 17:02:00+00:00,9.194564643864592,5.846572648565266,5.8932364415393135,22964.13333491357,2.0,10.0,90.10869565217394,131.44409937888207,0
2024-05-13 17:03:00+00:00,7.935898482529664,5.541490888407398,5.894960855796365,18102.048221830715,1.002004008016032,1.0,48.026315789473685,139.7429906542054,0
2024-05-13 17:04:00+00:00,9.621474034381162,6.107399986982133,5.896685270053417,25726.49549559337,5.0,25.0,76.9444444444444,154.75433526011557,0
2024-05-13 17:05:00+00:00,9.297868051796248,5.761195860530228,5.892830697008242,22405.57146446557,9.0,25.01301301301301,64.49999999999984,124.94444444444416,0
2024-05-13 17:06:00+00:00,9.717254004382076,6.074232965479869,5.875890862836033,27741.71851643463,9.0,1.002004008016032,54.99999999999977,129.00943396226475,0
2024-05-13 17:07:00+00:00,9.241527916743344,5.753687478237842,5.875383682172194,24462.816899733803,4.0,12.0,66.24999999999994,99.10662824207496,0
2024-05-13 17:08:00+00:00,7.6541585198382,5.338444017849788,5.876600915765406,17418.72266008419,1.0,1.0,63.999999999999815,128.1067961165047,0
2024-05-13 17:09:00+00:00,9.461206459046144,5.765353046729192,5.875890862836033,24736.18012418917,5.0,8.95829195630586,48.16489361702127,140.1824817518251,0
2024-05-13 17:10:00+00:00,9.17748049101688,5.966143045016401,5.875383682172194,25341.54639243472,5.0,7.0,49.875,103.48837209302344,0
2024-05-13 17:11:00+00:00,9.317259470495552,5.869432089575851,5.870413311666575,24653.60170458229,1.0030090270812435,1.0,67.9545454545454,98.52238805970153,0
2024-05-13 17:12:00+00:00,9.98038867004457,5.718704959986166,5.869500386471666,24774.22371974775,3.0,13.0,82.02380952380948,128.68750000000026,0
2024-05-13 17:13:00+00:00,7.439455660210458,5.379167314902577,5.874572193110052,16536.525021150494,3.0,9.0,78.03571428571425,129.2763157894734,0
2024-05-13 17:14:00+00:00,8.574695182913743,5.574193411721762,5.873253523384072,22390.3069920792,1.0,1.0,61.24999999999983,139.70577113381952,0
2024-05-13 17:15:00+00:00,10.00251888849639,6.179046001948951,5.868790333542292,28487.89672657016,7.0,8.0,49.55357142857143,117.00980392156876,0
2024-05-13 17:16:00+00:00,9.863569284806868,5.782209423874916,5.870311875533807,24270.33780585922,2.0,7.0,48.6890243902439,98.33333333333331,0
2024-05-13 17:17:00+00:00,8.77459351257717,5.903715859819134,5.9097705311804525,27319.526431461964,6.0,19.0,49.08333333333333,166.8147208121826,0
2024-05-13 17:18:00+00:00,9.7322777896728,5.902951491917389,5.926101748556056,25177.285980928034,13.0,25.0,49.04850746268657,126.67253521126706,0
2024-05-13 17:19:00+00:00,9.49927350355152,5.799238806624275,5.924681642697308,25304.39134674361,8.0,15.0,61.500000000000014,127.07792207792218,0
2024-05-13 17:20:00+00:00,9.38621904456718,5.938834467394736,5.924884514962844,26548.78373398296,1.0,3.0,49.31249999999999,99.69187675070026,0
2024-05-13 17:21:00+00:00,9.021479225845033,5.83663515803514,5.920421325121064,22010.58044511809,3.0030090270812435,8.009027081243731,49.70070422535211,116.23134328358174,0
2024-05-13 17:22:00+00:00,7.423644590081254,5.106946109995385,5.910176275711524,14519.712689410171,1.0,1.0060362173038229,47.00581395348837,104.99999999999947,0
2024-05-13 17:23:00+00:00,9.017514375503128,5.802323833328261,5.90855329758724,22822.16834203368,9.0,42.0,82.65624999999997,124.46428571428598,0
2024-05-13 17:24:00+00:00,9.92101633964334,5.932386585621469,5.911089200906433,26370.79745515488,5.0,3.997008973080758,49.57317073170732,129.95738636363623,0
2024-05-13 17:25:00+00:00,8.823235483102412,5.897518937297903,5.91078489250813,24054.272480679632,7.0,6.0,79.06249999999996,133.67549668874153,0
2024-05-13 17:26:00+00:00,8.645189714193661,5.621003607984776,5.909466222782149,20778.77044809566,8.0,1.0,49.83870967741936,127.9135338345862,0
2024-05-13 17:27:00+00:00,7.500070871666439,5.39213692793856,5.910582020242595,18001.624136476807,1.0,1.0,47.15425531914893,130.73660714285688,0
2024-05-13 17:28:00+00:00,8.65388147478637,5.685814874745997,5.912002126101343,22760.802944140403,11.0,29.051153460381144,49.93243243243242,138.14960629921214,0
2024-05-13 17:29:00+00:00,10.900098989435229,6.088327868968442,5.916668188208658,28875.536331515952,2.0,13.0,58.999999999999815,129.0983606557379,0
2024-05-13 17:30:00+00:00,8.791034480142605,5.75277760645667,5.9158566991465165,22744.89788830377,9.0,2.0,70.62499999999994,108.79098360655792,0
2024-05-13 17:31:00+00:00,8.7904517317916,5.735118580706577,5.915450954615445,22127.68294273548,12.0,44.0,49.17553191489361,145.91935483870978,0
2024-05-13 17:32:00+00:00,8.046876915016107,5.450158900359443,5.915552390748213,17315.89147032777,1.0,0.9940357852882704,51.66666666666675,124.61546579661484,0
2024-05-13 17:33:00+00:00,8.232008909779227,5.638384743634703,5.912509306765181,19745.00749919109,8.994017946161517,18.982053838484543,47.83339689103949,154.68085106382978,0
2024-05-13 17:34:00+00:00,10.188788345650815,6.064936516175705,5.9129150512962525,26591.448390445672,9.003009027081244,15.027081243731194,74.31818181818178,131.13128491620097,0
2024-05-13 17:35:00+00:00,8.854105690955,5.716818294739267,5.909161914383847,22084.819146928035,3.0,7.0,83.52302100628299,98.5068109109802,0
2024-05-13 17:36:00+00:00,8.642987174725334,5.600111955302332,5.906423138799117,21829.77186713432,1.0,7.0,80.96153846153841,152.11538461538473,0
2024-05-13 17:37:00+00:00,8.11550187894071,5.535956700810426,5.907031755595725,19121.34805414402,1.0,1.0,49.625,98.8559322033899,0
2024-05-13 17:38:00+00:00,8.196682488926408,5.769841428851847,5.910176275711524,20505.17098442805,3.0,1.0,49.84375,111.21359223300963,0
2024-05-13 17:39:00+00:00,10.147066474723625,5.9474560576984805,5.907437500126795,27426.03961180336,8.003009027081244,19.00902708124373,80.58823529411758,114.10211267605666,0
2024-05-13 17:40:00+00:00,9.30640590680319,5.8064008999720444,5.909466222782149,22748.50433694108,7.0,7.0,49.4758064516129,99.6844660194174,0
2024-05-13 17:41:00+00:00,7.616036257522501,5.440925816932348,5.905814522002512,17160.345031223842,3.0030090270812435,7.009027081243731,46.60714285714286,111.09693877550995,0
2024-05-13 17:42:00+00:00,8.059632991148431,5.387073238024303,5.906118830400815,19263.62494128302,4.0,1.0,47.9641958627837,110.9027777777776,0
2024-05-13 17:43:00+00:00,8.70432021939286,5.597401337671119,5.9054087774714406,20856.998034792014,7.0,9.0,56.666666666666565,149.80392156862743,0
2024-05-13 17:44:00+00:00,9.970595382915576,5.795843294071156,5.905205905205905,24378.00336699657,3.0080321285140563,10.018054162487465,76.00000000000001,149.46808510638283,0
2024-05-13 17:45:00+00:00,9.559553357209468,5.725549884369558,5.901757076691803,22776.08225449465,3.0,20.0,77.94117647058819,121.82228915662618,0
2024-05-13 17:46:00+00:00,7.529653253911722,5.38020556572864,5.909060478251079,17492.056360290047,1.0,1.0,47.04545454545454,107.19696969696956,0
2024-05-13 17:47:00+00:00,7.909131858332766,5.441851542446701,5.909567658914917,18129.77411898477,3.0,7.0,47.132352941176464,115.7281553398054,0
2024-05-13 17:48:00+00:00,8.685370916209937,5.411137771801394,5.908147553056169,20125.30767409583,5.0,0.992063492063492,48.67346938775511,102.5215517241382,0
2024-05-13 17:49:00+00:00,8.837795191879197,5.633480538881277,5.892424952477172,21009.32318191368,4.0,0.99601593625498,47.311320754716974,97.55627009646298,0
2024-05-13 17:50:00+00:00,9.340103606410628,5.973418592576907,5.895062291929133,24073.55877996112,13.979062811565306,54.0,54.37500000000005,97.34718826405869,0
2024-05-13 17:51:00+00:00,7.893460736696034,5.396139999292666,5.885730167714502,22052.91577873193,4.982160555004956,6.946481665014867,58.92646243465914,99.41134322221734,0
2024-05-13 17:52:00+00:00,7.529994789986144,5.428124420915997,5.8962795255223455,17349.534758651826,4.004016064257028,12.054399415845198,38.03571428571426,150.85227272727275,0
2024-05-13 17:53:00+00:00,8.813948448947498,5.663195722794788,5.901249896027964,21381.280571767387,8.0,7.0,79.61538461538458,136.1677631578952,0
2024-05-13 17:54:00+00:00,8.639816984239216,5.657952536162484,5.8962795255223455,20747.369903035065,4.0,19.0,83.6363636363636,121.9186046511627,0
2024-05-13 17:55:00+00:00,9.263440763125448,5.67809921556833,5.896685270053417,21893.82405849676,2.0,7.0,58.9285714285714,105.56818181818092,0
2024-05-13 17:56:00+00:00,7.782046677805024,5.5250939647048805,5.8948594196635975,17582.457540080184,3.0,7.0,58.21428571428567,99.65000000000002,0
2024-05-13 17:57:00+00:00,6.817855386347101,5.169630406295819,5.8888746878303015,15055.995213275264,1.0,1.0,45.08989445153291,133.90007881489447,0
2024-05-13 17:58:00+00:00,8.45807311958181,5.641778683259298,5.890599102087353,21903.098094901416,2.0,6.998003992015968,47.94117647058824,99.71938775510203,0
2024-05-13 17:59:00+00:00,8.815283105877796,5.585865064836171,5.8858316038472696,18494.184997746223,1.0,10.0,47.55947416592704,98.76936208542762,0
2024-05-13 18:00:00+00:00,8.722109572265364,5.565534945594748,5.887860326502624,19812.652288674417,8.0,1.0,349.9999999999999,136.96428571428513,1
2024-05-13 18:01:00+00:00,7.973269865245008,5.405766930115177,5.8901933575562815,17157.54775624891,2.0181634712411705,9.97211155378486,472.5,145.0815217391305,1
2024-05-13 18:02:00+00:00,6.827877220447877,5.314142448006328,5.881977030802096,13974.433496450338,1.0,1.0,448.0263157894737,131.74657534246512,1
2024-05-13 18:03:00+00:00,9.02870323046668,5.612436293473423,5.880252616545045,20623.814623876384,3.0,13.0,486.0576923076924,151.19526638729394,1
2024-05-13 18:04:00+00:00,10.483734798936824,6.024167277617521,5.879745435881207,22859.90862020249,1.0050251256281406,1.0030090270812435,487.0065789473684,188.28431372549016,1
2024-05-13 18:05:00+00:00,8.29159403484111,5.35232009467277,5.878731074553529,16494.383661426054,5.0,1.0,489.77272727272725,148.74999999999957,0
2024-05-13 18:06:00+00:00,8.588883556898073,5.579478470921553,5.880252616545045,17763.39761310512,1.0,1.0050251256281406,81.0719971187836,99.24731182795696,0
2024-05-13 18:07:00+00:00,7.282265440356269,5.330280600718932,5.884614370254057,17661.306618066625,1.0,2.0,47.83333333333333,116.8925233644863,0
2024-05-13 18:08:00+00:00,8.397255731540035,5.6357916510998525,5.883498572793612,20699.501320584903,4.0,22.0,46.61458333333333,100.38265306122436,0
2024-05-13 18:09:00+00:00,10.049885028581643,5.7690396663279655,5.882382775333167,23079.80509000722,13.0,2.0,64.06250000000003,99.59493670886084,0
2024-05-13 18:10:00+00:00,8.209271336655341,5.707674173719767,5.884107189590218,21278.266882069023,3.0,13.0,48.6864406779661,99.66961359048128,0
2024-05-13 18:11:00+00:00,8.021261030722835,5.521761803891712,5.882281339200399,18509.124309060862,7.0,9.0,47.04545454545454,99.18492832786876,0
2024-05-13 18:12:00+00:00,7.6619919586909155,5.328811042115535,5.881165541739954,17307.465899749655,2.0,3.0,48.63970588235293,97.8544061302682,0
2024-05-13 18:13:00+00:00,8.026652310946515,5.5985551866167285,5.895265164194668,20957.205946573868,4.0,22.0,51.25000000000022,122.70089285714322,0
2024-05-13 18:14:00+00:00,10.092477835355696,6.110114200396363,5.904292980010996,24139.51452118498,4.0,10.0,79.84374999999997,133.83333333333326,0
2024-05-13 18:15:00+00:00,8.39467311515861,5.485738326696989,5.879136819084599,19759.516777426856,4.0,18.0,48.69140625,101.5340909090911,0
2024-05-13 18:16:00+00:00,7.791063713051799,5.298242215543938,5.869703258737202,15831.71342195658,14.0,15.0,47.89062500000001,102.68421052631624,0
2024-05-13 18:17:00+00:00,8.514661514332083,5.6141345116331856,5.871934853658091,19425.24153942125,1.0,5.0,49.74431818181817,99.55615942028984,0
2024-05-13 18:18:00+00:00,7.834510638712859,5.533559488511112,5.873760704047911,18411.18033832743,17.0,15.06344410876133,58.74999999999999,121.58695652173895,0
2024-05-13 18:19:00+00:00,9.589342287888034,6.051058875781556,5.872847778853001,26924.579616828352,4.0,22.0,48.692307692307686,144.8067010309281,0
2024-05-13 18:20:00+00:00,9.566200525487575,5.805183246015655,5.882991392129773,23168.220288234003,1.0,1.0,72.32142857142853,131.56069364161883,0
2024-05-13 18:21:00+00:00,7.7753235061896975,5.573304965802123,5.87152910912702,22643.276056859013,1.0,1.0,47.96428571428571,123.4459459459466,0
2024-05-13 18:22:00+00:00,7.992484321424835,5.623979350512999,5.874470756977285,17366.513462699688,1.0,1.0,46.99999999999999,117.00431034482844,0
2024-05-13 18:23:00+00:00,7.963077451993278,5.660422136249561,5.8723405981891625,18828.3708446824,6.980099502487563,13.0,75.68181818181816,117.73305084745758,0
2024-05-13 18:24:00+00:00,9.638801264261405,5.971981922922606,5.874267884711749,24845.10672235095,5.0,21.0,61.07142857142855,129.16666666666657,0
2024-05-13 18:25:00+00:00,9.889688542194852,6.110746544202354,5.870109003268272,23678.16105296796,2.0,7.0,66.87500000000006,122.3215224707107,0
2024-05-13 18:26:00+00:00,7.376591913027446,5.429774865195807,5.871224800728717,17038.400995743854,5.0,1.0,47.61108151209956,98.06603773584904,0
2024-05-13 18:27:00+00:00,7.846003953179828,5.5190823989946045,5.873152087251303,19430.296258360457,7.0,9.0,43.39285714285714,111.72330097087392,0
2024-05-13 18:28:00+00:00,8.2080630964075,5.571710936474218,5.875383682172194,19011.68100456315,2.0,1.0,48.66666666666666,96.84895833333331,0
2024-05-13 18:29:00+00:00,9.288069294131558,5.739649501947698,5.858240975734448,22214.80157832809,8.0,19.0,49.18478260869565,101.5384615384616,0
2024-05-13 18:30:00+00:00,9.101853719394368,5.798099593287728,5.860979751319177,20965.972018529137,2.997008973080758,12.991026919242271,77.00029321238745,104.78723404255275,0
2024-05-13 18:31:00+00:00,7.590759763532717,5.475723822819003,5.862501293310693,18800.47181196276,1.0,1.0,80.83333333333331,116.63306451612944,0
2024-05-13 18:32:00+00:00,7.367335709923467,5.534673001134451,5.866964483152472,15301.918390728624,7.0,32.0,44.80769230769232,113.36206896551766,0
2024-05-13 18:33:00+00:00,8.933694213054338,5.937578239285736,5.859661081593197,22018.783596642712,5.0,3.0,68.43749999999996,100.12195121951144,0
2024-05-13 18:34:00+00:00,8.35777236403502,5.654966315189952,5.861689804248551,18721.44815457807,8.0,10.97609561752988,75.83333333333337,123.08510638297832,0
2024-05-13 18:35:00+00:00,9.585168968772628,5.724631423267212,5.861081187451945,22629.87059022573,9.0,1.0,81.66666666666669,128.12499999999983,0
2024-05-13 18:36:00+00:00,7.690223720403955,5.318485984364958,5.858849592531055,16482.042264245054,1.0,1.0,69.75054153643798,114.46422150366064,0
2024-05-13 18:37:00+00:00,7.151859880057568,5.215334903944981,5.84657582046616,14878.012244479563,6.0,19.0,48.4375,97.66666666666674,0
2024-05-13 18:38:00+00:00,8.884948564347294,5.682058667432463,5.846372948200624,22407.740771822133,15.982053838484546,32.097631727931784,49.338143696247,122.92876451414872,0
2024-05-13 18:39:00+00:00,8.9527706402772,5.517416575176419,5.848097362457676,20394.410928642592,3.0,13.0,49.54545454545453,98.21947674418604,0
2024-05-13 18:40:00+00:00,11.541695861425424,6.463907242161951,5.866355866355867,37337.82521378003,2.0,8.0,49.19444444444444,171.6929133858265,1
2024-05-13 18:41:00+00:00,11.79910115842179,6.605520827168824,5.865645813426492,37273.20294208895,11.958250497017891,25.0,55.90909090909085,158.45833333333348,1
2024-05-13 18:42:00+00:00,8.213133190845824,5.745482275439109,5.873050651118536,20727.41146190189,3.0,7.028197381671702,49.18478260869565,145.16666666666652,0
2024-05-13 18:43:00+00:00,9.0965000871677,5.693513860232564,5.876195171234336,21879.49225033738,7.0,19.0,76.99999999999997,136.49647887323917,0
2024-05-13 18:44:00+00:00,9.50803421245299,5.817792945966184,5.877209532562013,22238.051893570035,11.0,9.0,86.49999999999999,115.09903904487024,0
2024-05-13 18:45:00+00:00,9.47907148224262,5.867121217012875,5.846778692731696,21196.547672233788,8.0,1.0,49.088983050847446,144.05120481927742,0
2024-05-13 18:46:00+00:00,8.64526330104926,5.846687790663705,5.838460929844742,20475.09428156836,4.0,18.0,67.5,99.61864406779654,0
2024-05-13 18:47:00+00:00,7.442596749442708,5.248397095260319,5.839982471836258,16972.88911591753,1.0,0.997008973080758,46.89024390243903,107.88659793814438,0
2024-05-13 18:48:00+00:00,8.631378274352372,5.703064281666539,5.847285873395534,19838.095857166023,5.0,1.0,47.20588235294117,122.9878048780483,0
2024-05-13 18:49:00+00:00,9.88877866520832,6.046356140843083,5.846981564997231,27247.219220407987,14.99203187250996,18.955158429095185,49.89066587516874,104.1999999999998,0
2024-05-13 18:50:00+00:00,8.767744913869677,5.54549086377518,5.845460023005715,18168.327482650035,3.0,13.0,49.072580645161295,98.24324324324326,0
2024-05-13 18:51:00+00:00,8.249498778413814,5.723188466144821,5.846677256598928,21439.56117564018,2.0,12.0,55.83333333333339,125.98837209302278,0
